"MSSubClass=20","MSSubClass=30","MSSubClass=40","MSSubClass=45","MSSubClass=50","MSSubClass=60","MSSubClass=70","MSSubClass=75","MSSubClass=80","MSSubClass=85","MSSubClass=90","MSSubClass=120","MSSubClass=160","MSSubClass=180","MSSubClass=190","MSZoning=C (all)","MSZoning=FV","MSZoning=RH","MSZoning=RL","MSZoning=RM","Street=Grvl","Street=Pave","Alley=Grvl","Alley=Pave","Alley=None","LotShape=IR1","LotShape=IR2","LotShape=IR3","LotShape=Reg","LandContour=Bnk","LandContour=HLS","LandContour=Low","LandContour=Lvl","Utilities=AllPub","Utilities=NoSeWa","LotConfig=Corner","LotConfig=CulDSac","LotConfig=FR2","LotConfig=FR3","LotConfig=Inside","LandSlope=Gtl","LandSlope=Mod","LandSlope=Sev","Neighborhood=Blmngtn","Neighborhood=Blueste","Neighborhood=BrDale","Neighborhood=BrkSide","Neighborhood=ClearCr","Neighborhood=CollgCr","Neighborhood=Crawfor","Neighborhood=Edwards","Neighborhood=Gilbert","Neighborhood=IDOTRR","Neighborhood=MeadowV","Neighborhood=Mitchel","Neighborhood=NAmes","Neighborhood=NoRidge","Neighborhood=NPkVill","Neighborhood=NridgHt","Neighborhood=NWAmes","Neighborhood=OldTown","Neighborhood=Sawyer","Neighborhood=SawyerW","Neighborhood=Somerst","Neighborhood=StoneBr","Neighborhood=SWISU","Neighborhood=Timber","Neighborhood=Veenker","Condition1=Artery","Condition1=Feedr","Condition1=Norm","Condition1=PosA","Condition1=PosN","Condition1=RRAe","Condition1=RRAn","Condition1=RRNe","Condition1=RRNn","Condition2=Artery","Condition2=Feedr","Condition2=Norm","Condition2=PosA","Condition2=PosN","Condition2=RRAe","Condition2=RRAn","Condition2=RRNn","BldgType=1Fam","BldgType=2fmCon","BldgType=Duplex","BldgType=Twnhs","BldgType=TwnhsE","HouseStyle=1.5Fin","HouseStyle=1.5Unf","HouseStyle=1Story","HouseStyle=2.5Fin","HouseStyle=2.5Unf","HouseStyle=2Story","HouseStyle=SFoyer","HouseStyle=SLvl","OverallQual=1","OverallQual=2","OverallQual=3","OverallQual=4","OverallQual=5","OverallQual=6","OverallQual=7","OverallQual=8","OverallQual=9","OverallQual=10","OverallCond=1","OverallCond=2","OverallCond=3","OverallCond=4","OverallCond=5","OverallCond=6","OverallCond=7","OverallCond=8","OverallCond=9","RoofStyle=Flat","RoofStyle=Gable","RoofStyle=Gambrel","RoofStyle=Hip","RoofStyle=Mansard","RoofStyle=Shed","RoofMatl=ClyTile","RoofMatl=CompShg","RoofMatl=Membran","RoofMatl=Metal","RoofMatl=Roll","RoofMatl=Tar&Grv","RoofMatl=WdShake","RoofMatl=WdShngl","Exterior1st=AsbShng","Exterior1st=AsphShn","Exterior1st=BrkComm","Exterior1st=BrkFace","Exterior1st=CBlock","Exterior1st=CemntBd","Exterior1st=HdBoard","Exterior1st=ImStucc","Exterior1st=MetalSd","Exterior1st=Plywood","Exterior1st=Stone","Exterior1st=Stucco","Exterior1st=VinylSd","Exterior1st=Wd Sdng","Exterior1st=WdShing","Exterior2nd=AsbShng","Exterior2nd=AsphShn","Exterior2nd=Brk Cmn","Exterior2nd=BrkFace","Exterior2nd=CBlock","Exterior2nd=CmentBd","Exterior2nd=HdBoard","Exterior2nd=ImStucc","Exterior2nd=MetalSd","Exterior2nd=Other","Exterior2nd=Plywood","Exterior2nd=Stone","Exterior2nd=Stucco","Exterior2nd=VinylSd","Exterior2nd=Wd Sdng","Exterior2nd=Wd Shng","MasVnrType=BrkCmn","MasVnrType=BrkFace","MasVnrType=None","MasVnrType=Stone","ExterQual=Ex","ExterQual=Fa","ExterQual=Gd","ExterQual=TA","ExterCond=Ex","ExterCond=Fa","ExterCond=Gd","ExterCond=Po","ExterCond=TA","Foundation=BrkTil","Foundation=CBlock","Foundation=PConc","Foundation=Slab","Foundation=Stone","Foundation=Wood","BsmtQual=Ex","BsmtQual=Fa","BsmtQual=Gd","BsmtQual=TA","BsmtQual=None","BsmtCond=Fa","BsmtCond=Gd","BsmtCond=Po","BsmtCond=TA","BsmtCond=None","BsmtExposure=Av","BsmtExposure=Gd","BsmtExposure=Mn","BsmtExposure=No","BsmtExposure=None","BsmtFinType1=ALQ","BsmtFinType1=BLQ","BsmtFinType1=GLQ","BsmtFinType1=LwQ","BsmtFinType1=Rec","BsmtFinType1=Unf","BsmtFinType1=None","BsmtFinType2=ALQ","BsmtFinType2=BLQ","BsmtFinType2=GLQ","BsmtFinType2=LwQ","BsmtFinType2=Rec","BsmtFinType2=Unf","BsmtFinType2=None","Heating=Floor","Heating=GasA","Heating=GasW","Heating=Grav","Heating=OthW","Heating=Wall","HeatingQC=Ex","HeatingQC=Fa","HeatingQC=Gd","HeatingQC=Po","HeatingQC=TA","CentralAir=N","CentralAir=Y","Electrical=FuseA","Electrical=FuseF","Electrical=FuseP","Electrical=Mix","Electrical=SBrkr","BsmtFullBath=0","BsmtFullBath=1","BsmtFullBath=2","BsmtFullBath=3","BsmtHalfBath=0","BsmtHalfBath=1","BsmtHalfBath=2","FullBath=0","FullBath=1","FullBath=2","FullBath=3","HalfBath=0","HalfBath=1","HalfBath=2","BedroomAbvGr=0","BedroomAbvGr=1","BedroomAbvGr=2","BedroomAbvGr=3","BedroomAbvGr=4","BedroomAbvGr=5","BedroomAbvGr=6","BedroomAbvGr=8","KitchenAbvGr=0","KitchenAbvGr=1","KitchenAbvGr=2","KitchenAbvGr=3","KitchenQual=Ex","KitchenQual=Fa","KitchenQual=Gd","KitchenQual=TA","TotRmsAbvGrd=2","TotRmsAbvGrd=3","TotRmsAbvGrd=4","TotRmsAbvGrd=5","TotRmsAbvGrd=6","TotRmsAbvGrd=7","TotRmsAbvGrd=8","TotRmsAbvGrd=9","TotRmsAbvGrd=10","TotRmsAbvGrd=11","TotRmsAbvGrd=12","TotRmsAbvGrd=14","Functional=Maj1","Functional=Maj2","Functional=Min1","Functional=Min2","Functional=Mod","Functional=Sev","Functional=Typ","Fireplaces=0","Fireplaces=1","Fireplaces=2","Fireplaces=3","FireplaceQu=Ex","FireplaceQu=Fa","FireplaceQu=Gd","FireplaceQu=Po","FireplaceQu=TA","FireplaceQu=None","GarageType=2Types","GarageType=Attchd","GarageType=Basment","GarageType=BuiltIn","GarageType=CarPort","GarageType=Detchd","GarageType=None","GarageFinish=Fin","GarageFinish=RFn","GarageFinish=Unf","GarageFinish=None","GarageCars=0","GarageCars=1","GarageCars=2","GarageCars=3","GarageCars=4","GarageQual=Ex","GarageQual=Fa","GarageQual=Gd","GarageQual=Po","GarageQual=TA","GarageQual=None","GarageCond=Ex","GarageCond=Fa","GarageCond=Gd","GarageCond=Po","GarageCond=TA","GarageCond=None","PavedDrive=N","PavedDrive=P","PavedDrive=Y","PoolQC=Ex","PoolQC=Fa","PoolQC=Gd","PoolQC=None","Fence=GdPrv","Fence=GdWo","Fence=MnPrv","Fence=MnWw","Fence=None","MiscFeature=Gar2","MiscFeature=Othr","MiscFeature=Shed","MiscFeature=TenC","MiscFeature=None","MoSold=1","MoSold=2","MoSold=3","MoSold=4","MoSold=5","MoSold=6","MoSold=7","MoSold=8","MoSold=9","MoSold=10","MoSold=11","MoSold=12","SaleType=COD","SaleType=Con","SaleType=ConLD","SaleType=ConLI","SaleType=ConLw","SaleType=CWD","SaleType=New","SaleType=Oth","SaleType=WD","SaleCondition=Abnorml","SaleCondition=AdjLand","SaleCondition=Alloca","SaleCondition=Family","SaleCondition=Normal","SaleCondition=Partial","Id","LotFrontage","LotArea","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","GarageYrBlt","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","YrSold","ytrain"
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.315627141877999,0.21405750798722,0.135207956600362,0.202898550724638,0.883333333333333,0,0.270324189526185,0,0.0804794520547945,0.249656526005888,0.197017433312329,0.498388829215897,0,0.391934467548834,0,0,0,0.0943396226415094,0,0,0,0,0,0.5,145900
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.315969842357779,0.207667731629393,0.161609403254973,0.963768115942029,0.933333333333333,0,0.00698254364089776,0,0.551369863013699,0.25829244357213,0.206259189245957,0,0,0.206259189245957,0.908473040326235,0.266801075268817,0.0702247191011236,0,0,0.0452755905511811,0,0,0,0,169990
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.31631254283756,0.159744408945687,0.121374321880651,0.876811594202899,0.733333333333333,0,0.0411471321695761,0.551114023591088,0.255993150684932,0.314818449460255,0.269481201428271,0,0,0.269481201428271,0.9030357951971,0.358198924731183,0,0.0929919137466307,0,0,0,0,0,0.5,193000
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.316655243317341,0.252396166134185,0.161663652802893,0.782608695652174,0.5,0.098125,0.155860349127182,0.695281782437746,0,0.330912659470069,0.28397395505146,0,0,0.28397395505146,0.897145446307204,0.411290322580645,0.269662921348315,0.176549865229111,0,0,0,0,0,0,207500
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.316997943797121,0,0.25878842676311,0.760869565217391,0.45,0,0.191271820448878,0.0609436435124509,0.113869863013699,0.221000981354269,0.166351606805293,0,0,0.166351606805293,0.895786135024921,0.362903225806452,0.126404494382022,0,0,0,0,0,0,0.5,175000
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.317340644276902,0.297124600638978,0.193471971066908,0.949275362318841,0.9,0.2125,0,0,0.505565068493151,0.231795878312071,0.189035916824197,0.612244897959184,0,0.428481411468179,0.907566832804712,0.440860215053763,0.0730337078651685,0.134770889487871,0,0,0,0,0,0.25,285000
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.317683344756683,0,0.155515370705244,0.695652173913043,0.3,0.21375,0.137655860349127,0,0.11986301369863,0.163297350343474,0.160470489392985,0.472610096670247,0,0.345305608065532,0.89170820117807,0.326612903225806,0,0.0579514824797844,0,0,0,0,0,0.5,176000
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.318026045236463,0,0.190560578661844,0.934782608695652,0.85,0,0,0,0.750428082191781,0.344062806673209,0.305398025624869,0,0,0.305398025624869,0.90666062528319,0.350806451612903,0.14185393258427,0.203504043126685,0,0,0,0,0,0.75,236500
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.318368745716244,0,0.211681735985533,0.905797101449275,0.783333333333333,0.178125,0,0,0.412671232876712,0.189205103042198,0.138416299096828,0.667561761546724,0,0.399495904221802,0.904848210240145,0.431451612903226,0,0,0,0,0,0,0,0,222000
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.318711446196025,0.233226837060703,0.137884267631103,0.978260869565217,0.95,0,0.00399002493765586,0,0.620719178082192,0.287733071638862,0.237765175383323,0,0,0.237765175383323,0.909379247847757,0.40994623655914,0.0702247191011236,0.0242587601078167,0,0,0,0,0,0.75,201000
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.319054146675805,0.223642172523962,0.141048824593128,0.673913043478261,0.25,0,0.0842892768079801,0.305373525557012,0.0517979452054795,0.181550539744848,0.124133585381222,0,0,0.124133585381222,0.890348889895786,0.288306451612903,0,0,0,0,0,0,0,0.75,117500
